local_time,sex,event,round,startlist_url,results_url,summary_url,points_url,pos,bib,name,country,mark
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,1.0,29.0,Brian Daniel PINTADO,ECU,1:18:55
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,2.0,15.0,Caio BONFIM,BRA,1:19:09
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,3.0,33.0,Álvaro MARTÍN,ESP,1:19:11
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,4.0,55.0,Massimo STANO,ITA,1:19:12
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,5.0,18.0,Evan DUNFEE,CAN,1:19:16
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,6.0,35.0,Wakuma MISGANA,ETH,1:19:31 NR
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,7.0,57.0,Koki IKEDA,JPN,1:19:41
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,8.0,59.0,Yuta KOGA,JPN,1:19:50
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,9.0,38.0,Aurélien QUINION,FRA,1:19:56 PB
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,10.0,23.0,Jun ZHANG,CHN,1:19:56
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,11.0,14.0,Declan TINGAY,AUS,1:19:56 SB
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,12.0,10.0,Rhydian COWLEY,AUS,1:20:04
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,13.0,63.0,Noel CHAMA,MEX,1:20:19 NR
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,14.0,65.0,Ricardo ORTIZ,MEX,1:20:27
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,15.0,27.0,David HURTADO,ECU,1:20:30
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,16.0,39.0,Callum WILKINSON,GBR,1:20:31
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,17.0,34.0,Paul MCGRATH,ESP,1:20:32
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,18.0,56.0,Ryo HAMANISHI,JPN,1:20:33
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,19.0,42.0,Christopher LINKE,GER,1:20:35
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,20.0,53.0,Francesco FORTUNATO,ITA,1:20:38
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,21.0,74.0,Perseus KARLSTRÖM,SWE,1:21:05
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,22.0,61.0,Samuel Kireri GATHIMBA,KEN,1:21:26 SB
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,23.0,41.0,Leo KÖPP,GER,1:21:36
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,24.0,37.0,Gabriel BORDIER,FRA,1:21:40
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,25.0,28.0,Jordy Rafael JIMÉNEZ ARROBO,ECU,1:21:44
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,26.0,67.0,Luis Henry CAMPOS,PER,1:22:00 SB
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,27.0,70.0,Artur BRZOZOWSKI,POL,1:22:11
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,28.0,17.0,Max Batista GONCALVES DOS SANTOS,BRA,1:22:16
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,29.0,69.0,Maher BEN HLIMA,POL,1:22:34
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,30.0,51.0,Vikash SINGH,IND,1:22:36
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,31.0,21.0,Yandong LI,CHN,1:22:46
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,32.0,36.0,Veli-Matti PARTANEN,FIN,1:22:56
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,33.0,31.0,Diego GARCÍA CARRERA,ESP,1:23:10
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,34.0,72.0,Dominik ČERNÝ,SVK,1:23:25
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,35.0,12.0,Kyle SWAN,AUS,1:23:32
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,36.0,22.0,Zhaozhao WANG,CHN,1:23:40
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,37.0,48.0,Paramjeet Singh BISHT,IND,1:23:48
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,38.0,44.0,José Alejandro BARRONDO,GUA,1:24:17
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,39.0,16.0,Matheus CORREA,BRA,1:24:25
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,40.0,78.0,Ihor HLAVAN,UKR,1:24:52
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,41.0,54.0,Riccardo ORSONI,ITA,1:25:08
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,42.0,62.0,Byeongkwang CHOE,KOR,1:26:15
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,43.0,43.0,Érick Bernabé BARRONDO,GUA,1:26:19
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,44.0,45.0,Máté HELEBRANDT,HUN,1:27:17
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,45.0,76.0,Salih KORKMAZ,TUR,1:29:05 SB
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,46.0,47.0,Bence VENYERCSÁN,HUN,1:29:14
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,,68.0,César Augusto RODRÍGUEZ,PER,DNF
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,,50.0,Akshdeep SINGH,IND,DNF
08:00,M,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/20-kilometres-race-walk/final/result#resultheader,,,,64.0,José Luis DOCTOR,MEX,DQ
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,1.0,112.0,Jiayu YANG,CHN,1:25:54 SB
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,2.0,123.0,María PÉREZ,ESP,1:26:19 SB
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,3.0,102.0,Jemima MONTAG,AUS,1:26:25 AR
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,4.0,113.0,Lorena ARENAS,COL,1:27:03 NR
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,5.0,142.0,Alegna GONZÁLEZ,MEX,1:27:14
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,6.0,117.0,Glenda MOREJÓN,ECU,1:27:37
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,7.0,120.0,Laura GARCÍA-CARO,ESP,1:28:12
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,8.0,147.0,Evelyn INGA,PER,1:28:16
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,9.0,118.0,Paula Milena TORRES,ECU,1:28:48 PB
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,10.0,122.0,Cristina MONTESINOS,ESP,1:29:11
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,11.0,110.0,Zhenxia MA,CHN,1:29:15
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,12.0,145.0,Mary Luz ANDIA,PER,1:29:24
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,13.0,107.0,Erica SENA,BRA,1:29:32
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,14.0,158.0,Lyudmila OLYANOVSKA,UKR,1:29:55
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,15.0,124.0,Clémence BERETTA,FRA,1:29:55
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,16.0,146.0,Kimberly GARCÍA LEÓN,PER,1:30:10
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,17.0,159.0,Mariia SAKHARUK,UKR,1:30:12
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,18.0,106.0,Viviane LYRA,BRA,1:30:31
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,19.0,116.0,Magaly Beatriz BONILLA,ECU,1:30:33
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,20.0,161.0,Olena SOBCHUK,UKR,1:31:12 SB
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,21.0,109.0,Hong LIU,CHN,1:31:24
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,22.0,130.0,Antigoni NTRISMPIOTI,GRE,1:31:33 SB
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,23.0,136.0,Eleonora Anna GIORGI,ITA,1:31:49
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,24.0,144.0,Alejandra ORTEGA,MEX,1:31:58
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,25.0,125.0,Camille MOUTARD,FRA,1:31:58
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,26.0,126.0,Pauline STEY,FRA,1:31:59
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,27.0,115.0,Eliška MARTÍNKOVÁ,CZE,1:32:30
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,28.0,127.0,Saskia FEIGE,GER,1:33:23 SB
09:50,W,20 Kilometres Race Walk,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/20-kilometres-race-walk/final/result#resultheader,,,29.0,153.0,Rachelle DE ORBETA,PUR,1:33:33
